qps,status,pool_gb,ttft_p50_ms,ttft_p95_ms,tpot_p50_ms,tpot_p95_ms,map_count,map_total_ms,unmap_count,unmap_total_ms,meets_slo
1.8,OK,52.29,65.2,94.5,39.85,49.27,300034,32037.4,273259,80513.0,YES
