wall_time_ns,elapsed_s,gpu_id,sm_active,sm_occupancy,tensor_active,fp32_active,fp16_active,fp64_active,dram_active,gpu_util_pct,fb_used_mib
1788255221710727485,29.151749,3,0.117,0.009,0.049,0.001,0.000,0.000,0.165,24,55958
1788255221710759062,29.151780,2,0.000,0.000,0.000,0.000,0.000,0.000,0.054,0,56718
1788255221912518593,29.353540,3,0.210,0.017,0.089,0.001,0.000,0.000,0.155,31,55958
1788255221912547392,29.353568,2,0.000,0.000,0.000,0.000,0.000,0.000,0.060,7,56718
1788255222114327802,29.555350,3,0.331,0.026,0.142,0.003,0.000,0.000,0.313,51,55958
1788255222114357368,29.555378,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7,56718
1788255222316144685,29.757167,3,0.119,0.009,0.046,0.002,0.000,0.000,0.143,28,55958
1788255222316172477,29.757194,2,0.030,0.003,0.014,0.000,0.000,0.000,0.022,0,56718
1788255222518026265,29.959048,3,0.239,0.019,0.092,0.001,0.000,0.000,0.141,25,55958
1788255222518057291,29.959078,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6,56718
1788255222719980805,30.161002,3,0.280,0.022,0.107,0.002,0.000,0.000,0.233,35,55958
1788255222720015220,30.161036,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255222921917917,30.362939,3,0.188,0.015,0.072,0.001,0.000,0.000,0.102,24,55958
1788255222921950806,30.362972,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255223123740084,30.564761,3,0.257,0.020,0.099,0.001,0.000,0.000,0.163,24,55958
1788255223123766099,30.564787,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255223325545265,30.766567,3,0.127,0.010,0.049,0.002,0.000,0.000,0.142,29,55958
1788255223325575079,30.766596,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255223527355725,30.968377,3,0.000,0.000,0.000,0.001,0.000,0.000,0.030,7,55958
1788255223527389446,30.968410,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255223729151156,31.170172,3,0.000,0.000,0.000,0.000,0.000,0.000,0.053,6,55958
1788255223729177952,31.170199,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255223931084171,31.372106,3,0.053,0.004,0.020,0.002,0.000,0.000,0.141,24,55958
1788255223931107113,31.372128,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255224132865519,31.573887,3,0.000,0.000,0.000,0.001,0.000,0.000,0.030,6,55958
1788255224132889602,31.573910,2,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0,56718
1788255224334600454,31.775622,3,0.000,0.000,0.000,0.000,0.000,0.000,0.125,10,55958
1788255224334626593,31.775648,2,0.000,0.000,0.000,0.001,0.000,0.000,0.048,78,56718
1788255224536378286,31.977400,3,0.139,0.011,0.063,0.003,0.000,0.000,0.177,31,55958
1788255224536404367,31.977425,2,0.113,0.020,0.070,0.000,0.000,0.000,0.015,54,56718
1788255224738194661,32.179216,3,0.134,0.011,0.061,0.000,0.000,0.000,0.089,16,55958
1788255224738221350,32.179242,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8,56718
1788255224940052064,32.381073,3,0.152,0.012,0.068,0.003,0.000,0.000,0.270,38,55958
1788255224940079757,32.381101,2,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0,56718
1788255225141989503,32.583011,3,0.217,0.017,0.098,0.001,0.000,0.000,0.143,25,55958
1788255225142020478,32.583041,2,0.000,0.000,0.000,0.000,0.000,0.000,0.012,3,56718
1788255225343853470,32.784875,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55958
1788255225343877553,32.784898,2,0.000,0.000,0.000,0.000,0.000,0.000,0.047,3,56718
1788255225545573759,32.986595,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55958
1788255225545599102,32.986620,2,0.000,0.000,0.000,0.000,0.000,0.000,0.027,98,56718
1788255225747268151,33.188289,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55958
1788255225747290825,33.188312,2,0.162,0.063,0.040,0.000,0.000,0.000,0.099,100,56718
1788255225949000482,33.390022,3,0.037,0.003,0.017,0.000,0.000,0.000,0.022,6,55958
1788255225949027564,33.390049,2,0.000,0.000,0.000,0.000,0.000,0.000,0.009,100,56718
1788255226150930477,33.591952,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55958
1788255226150956969,33.591978,2,0.071,0.011,0.037,0.000,0.000,0.000,0.057,55,56718
1788255226352812268,33.793834,3,0.159,0.013,0.071,0.000,0.000,0.000,0.051,13,55958
1788255226352840215,33.793861,2,0.000,0.000,0.000,0.000,0.000,0.000,0.022,93,56718
1788255226554598381,33.995620,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55958
1788255226554624671,33.995646,2,0.000,0.000,0.000,0.000,0.000,0.000,0.026,88,56718
1788255226756268387,34.197290,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55958
1788255226756292698,34.197314,2,0.139,0.128,0.000,0.000,0.000,0.000,0.086,100,56718
1788255226958301213,34.399323,3,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0,55958
1788255226958341428,34.399362,2,0.000,0.000,0.000,0.000,0.000,0.000,0.085,100,56718
1788255227160303848,34.601325,3,0.000,0.000,0.000,0.000,0.000,0.000,0.041,9,55958
1788255227160332038,34.601353,2,0.004,0.001,0.002,0.000,0.000,0.000,0.002,47,56718
1788255227362332092,34.803353,3,0.042,0.035,0.001,0.000,0.000,0.000,0.055,83,55958
1788255227362362845,34.803384,2,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0,56718
1788255227564261026,35.005283,3,0.000,0.000,0.000,0.000,0.000,0.000,0.021,80,55958
1788255227564295257,35.005316,2,0.000,0.000,0.000,0.000,0.000,0.000,0.006,38,56718
1788255227766202763,35.207224,3,0.000,0.000,0.000,0.000,0.000,0.000,0.006,100,55958
1788255227766231100,35.207252,2,0.053,0.036,0.004,0.000,0.000,0.000,0.042,100,56718
1788255227968145192,35.409167,3,0.070,0.057,0.003,0.000,0.000,0.000,0.088,100,55958
1788255227968172547,35.409194,2,0.000,0.000,0.000,0.001,0.000,0.000,0.050,100,56718
1788255228170142878,35.611165,3,0.000,0.000,0.000,0.001,0.000,0.000,0.145,100,55958
1788255228170172219,35.611193,2,0.000,0.000,0.000,0.000,0.000,0.000,0.006,57,56718
1788255228372035045,35.813056,3,0.015,0.001,0.006,0.000,0.000,0.000,0.003,100,55960
1788255228372060028,35.813081,2,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0,56718
1788255228573762008,36.014783,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28,55960
1788255228573787347,36.014808,2,0.000,0.000,0.000,0.000,0.000,0.000,0.026,88,56718
1788255228775527321,36.216549,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55960
1788255228775551544,36.216573,2,0.000,0.000,0.000,0.000,0.000,0.000,0.026,100,56718
1788255228977455998,36.418477,3,0.209,0.024,0.115,0.000,0.000,0.000,0.148,0,55960
1788255228977487823,36.418509,2,0.181,0.070,0.066,0.000,0.000,0.000,0.096,100,56718
1788255229179489744,36.620511,3,0.239,0.027,0.132,0.001,0.000,0.000,0.083,13,55960
1788255229179520120,36.620541,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31,56718
1788255229381390023,36.822412,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25,55960
1788255229381418239,36.822439,2,0.000,0.000,0.000,0.000,0.000,0.000,0.010,19,56718
1788255229583364933,37.024387,3,0.138,0.016,0.076,0.000,0.000,0.000,0.073,0,55960
1788255229583393707,37.024415,2,0.051,0.005,0.018,0.000,0.000,0.000,0.059,100,56718
1788255229785326066,37.226348,3,0.137,0.016,0.075,0.000,0.000,0.000,0.030,13,55960
1788255229785359085,37.226380,2,0.000,0.000,0.000,0.014,0.000,0.000,0.038,37,56718
1788255229987207003,37.428228,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13,55960
1788255229987231411,37.428252,2,0.074,0.068,0.000,0.000,0.000,0.000,0.044,55,56718
1788255230189049917,37.630071,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55960
1788255230189076784,37.630098,2,0.000,0.000,0.000,0.000,0.000,0.000,0.026,100,56718
1788255230390893531,37.831915,3,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0,55960
1788255230390920265,37.831941,2,0.000,0.000,0.000,0.000,0.000,0.000,0.027,100,56718
1788255230592882815,38.033904,3,0.147,0.017,0.092,0.000,0.000,0.000,0.030,5,55960
1788255230592914482,38.033935,2,0.000,0.000,0.000,0.004,0.000,0.000,0.037,74,56718
1788255230794882021,38.235904,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10,55960
1788255230794911756,38.235933,2,0.000,0.000,0.000,0.000,0.000,0.000,0.042,31,56718
1788255230996845426,38.437867,3,0.166,0.019,0.104,0.002,0.000,0.000,0.123,0,55960
1788255230996874422,38.437895,2,0.201,0.060,0.113,0.000,0.000,0.000,0.034,98,56718
1788255231198754874,38.639776,3,0.000,0.000,0.000,0.002,0.000,0.000,0.087,14,55960
1788255231198787553,38.639809,2,0.191,0.089,0.078,0.003,0.000,0.000,0.083,86,56718
1788255231400669559,38.841691,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,55960
1788255231400699476,38.841720,2,0.000,0.000,0.000,0.000,0.000,0.000,0.030,100,56718
1788255231602682768,39.043705,3,0.148,0.017,0.093,0.002,0.000,0.000,0.091,0,55960
1788255231602711725,39.043733,2,0.000,0.000,0.000,0.000,0.000,0.000,0.176,100,56718
1788255231804493451,39.245515,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7,55960
1788255231804520250,39.245541,2,0.438,0.078,0.353,0.006,0.000,0.000,0.090,83,56718
1788255232006316838,39.447339,3,0.000,0.000,0.000,0.002,0.000,0.000,0.030,7,55960
1788255232006347462,39.447369,2,0.069,0.062,0.000,0.004,0.000,0.000,0.085,71,56718
1788255232208282234,39.649304,3,0.149,0.017,0.093,0.002,0.000,0.000,0.120,8,55960
1788255232208319658,39.649340,2,0.390,0.080,0.288,0.000,0.000,0.000,0.058,11,56718
1788255232410121521,39.851143,3,0.195,0.023,0.122,0.001,0.000,0.000,0.123,21,55960
1788255232410147833,39.851169,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4,56718
1788255232611951115,40.052973,3,0.149,0.017,0.093,0.003,0.000,0.000,0.118,21,55960
1788255232611986849,40.053008,2,0.080,0.012,0.040,0.000,0.000,0.000,0.013,0,56718
1788255232813782886,40.254804,3,0.152,0.018,0.094,0.002,0.000,0.000,0.121,24,55960
1788255232813808501,40.254829,2,0.000,0.000,0.000,0.000,0.000,0.000,0.013,3,56718
1788255233015682685,40.456705,3,0.000,0.000,0.000,0.000,0.000,0.000,0.036,32,55960
1788255233015717884,40.456739,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255233217623226,40.658644,3,0.000,0.000,0.000,0.000,0.000,0.000,0.027,100,55960
1788255233217651078,40.658672,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255233419686887,40.860708,3,0.000,0.000,0.000,0.000,0.000,0.000,0.044,87,55960
1788255233419716144,40.860737,2,0.000,0.000,0.000,0.000,0.000,0.000,0.023,3,56718
1788255233621671722,41.062693,3,0.073,0.066,0.000,0.000,0.000,0.000,0.028,100,55962
1788255233621708873,41.062730,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11,56718
1788255233823577786,41.264599,3,0.087,0.027,0.019,0.000,0.000,0.000,0.034,98,55962
1788255233823606944,41.264628,2,0.280,0.052,0.193,0.000,0.000,0.000,0.027,0,56718
1788255234025404507,41.466426,3,0.000,0.000,0.000,0.000,0.000,0.000,0.016,71,55962
1788255234025427323,41.466448,2,0.000,0.000,0.000,0.000,0.000,0.000,0.004,79,56718
1788255234227172525,41.668194,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55962
1788255234227193339,41.668214,2,0.000,0.000,0.000,0.000,0.000,0.000,0.027,100,56718
1788255234429021750,41.870043,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55962
1788255234429048084,41.870069,2,0.063,0.058,0.000,0.000,0.000,0.000,0.026,100,56718
1788255234630845930,42.071867,3,0.151,0.016,0.047,0.001,0.000,0.000,0.105,6,55962
1788255234630873302,42.071894,2,0.073,0.066,0.000,0.007,0.000,0.000,0.103,86,56718
1788255234832630438,42.273652,3,0.150,0.016,0.047,0.002,0.000,0.000,0.135,26,55962
1788255234832662194,42.273683,2,0.569,0.092,0.435,0.000,0.000,0.000,0.076,1,56718
1788255235034435064,42.475456,3,0.172,0.018,0.054,0.002,0.000,0.000,0.127,29,55962
1788255235034464130,42.475485,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255235236378666,42.677400,3,0.140,0.015,0.044,0.002,0.000,0.000,0.085,28,55962
1788255235236409027,42.677430,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255235438258172,42.879280,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11,55962
1788255235438282283,42.879303,2,0.000,0.000,0.000,0.000,0.000,0.000,0.007,73,56718
1788255235640122590,43.081144,3,0.000,0.000,0.000,0.001,0.000,0.000,0.012,4,55962
1788255235640149782,43.081171,2,0.000,0.000,0.000,0.000,0.000,0.000,0.062,73,56718
1788255235841911844,43.282933,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55962
1788255235841935853,43.282957,2,0.000,0.000,0.000,0.000,0.000,0.000,0.043,100,56718
1788255236043597225,43.484619,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55962
1788255236043623100,43.484644,2,0.000,0.000,0.000,0.000,0.000,0.000,0.043,100,56718
1788255236245357514,43.686379,3,0.000,0.000,0.000,0.000,0.000,0.000,0.115,0,55962
1788255236245381627,43.686403,2,0.000,0.000,0.000,0.000,0.000,0.000,0.027,97,56718
1788255236447160364,43.888182,3,0.142,0.017,0.083,0.002,0.000,0.000,0.153,42,55976
1788255236447187027,43.888208,2,0.066,0.061,0.000,0.001,0.000,0.000,0.094,11,56718
1788255236648994262,44.090016,3,0.150,0.018,0.088,0.002,0.000,0.000,0.119,25,55976
1788255236649019954,44.090041,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255236850913071,44.291934,3,0.150,0.018,0.088,0.002,0.000,0.000,0.177,24,55976
1788255236850938261,44.291959,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255237052808755,44.493830,3,0.189,0.022,0.109,0.003,0.000,0.000,0.197,31,55976
1788255237052833149,44.493854,2,0.000,0.000,0.000,0.000,0.000,0.000,0.027,6,56718
1788255237254603600,44.695625,3,0.086,0.010,0.049,0.000,0.000,0.000,0.049,25,55976
1788255237254629594,44.695650,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255237456396725,44.897418,3,0.151,0.018,0.088,0.003,0.000,0.000,0.160,17,55976
1788255237456419908,44.897441,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255237658098887,45.099120,3,0.281,0.033,0.163,0.003,0.000,0.000,0.224,35,55976
1788255237658120594,45.099141,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255237859860959,45.300883,3,0.294,0.035,0.168,0.004,0.000,0.000,0.248,44,55976
1788255237859886898,45.300908,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255238061684054,45.502706,3,0.146,0.017,0.078,0.002,0.000,0.000,0.062,31,55976
1788255238061718629,45.502739,2,0.000,0.000,0.000,0.002,0.000,0.000,0.030,7,56718
1788255238263466383,45.704488,3,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0,55976
1788255238263494271,45.704515,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255238465239097,45.906260,3,0.000,0.000,0.000,0.002,0.000,0.000,0.101,14,55976
1788255238465264845,45.906286,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255238667173000,46.108194,3,0.232,0.027,0.127,0.002,0.000,0.000,0.134,27,55976
1788255238667196406,46.108217,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255238868909231,46.309931,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14,55976
1788255238868932785,46.309954,2,0.000,0.000,0.000,0.000,0.000,0.000,0.004,55,56718
1788255239070855460,46.511877,3,0.000,0.000,0.000,0.002,0.000,0.000,0.088,0,55976
1788255239070882281,46.511903,2,0.000,0.000,0.000,0.000,0.000,0.000,0.026,76,56718
1788255239272828747,46.713850,3,0.143,0.017,0.078,0.000,0.000,0.000,0.031,20,55976
1788255239272864000,46.713885,2,0.061,0.006,0.020,0.003,0.000,0.000,0.062,41,56718
1788255239474782196,46.915803,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55976
1788255239474818482,46.915839,2,0.079,0.073,0.000,0.000,0.000,0.000,0.045,100,56718
1788255239676639535,47.117661,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55976
1788255239676667390,47.117688,2,0.000,0.000,0.000,0.000,0.000,0.000,0.020,100,56718
1788255239878608285,47.319630,3,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0,55976
1788255239878636680,47.319658,2,0.000,0.000,0.000,0.000,0.000,0.000,0.107,86,56718
1788255240080513227,47.521534,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7,55976
1788255240080540475,47.521561,2,0.000,0.000,0.000,0.000,0.000,0.000,0.009,76,56718
1788255240282387771,47.723409,3,0.000,0.000,0.000,0.002,0.000,0.000,0.093,7,55976
1788255240282412276,47.723433,2,0.018,0.016,0.000,0.000,0.000,0.000,0.066,59,56718
1788255240484415042,47.925436,3,0.152,0.018,0.094,0.000,0.000,0.000,0.031,15,55976
1788255240484448823,47.925470,2,0.029,0.004,0.015,0.001,0.000,0.000,0.033,19,56718
1788255240686448773,48.127470,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55976
1788255240686480176,48.127501,2,0.000,0.000,0.000,0.000,0.000,0.000,0.042,100,56718
1788255240888430151,48.329452,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55976
1788255240888458495,48.329479,2,0.000,0.000,0.000,0.000,0.000,0.000,0.042,100,56718
1788255241090461991,48.531483,3,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0,55976
1788255241090487013,48.531508,2,0.068,0.062,0.000,0.000,0.000,0.000,0.027,100,56718
1788255241292268872,48.733290,3,0.064,0.057,0.000,0.000,0.000,0.000,0.038,43,55976
1788255241292290874,48.733312,2,0.123,0.017,0.075,0.000,0.000,0.000,0.042,7,56718
1788255241494250929,48.935272,3,0.046,0.005,0.014,0.000,0.000,0.000,0.038,100,55976
1788255241494278771,48.935300,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255241696312154,49.137334,3,0.000,0.000,0.000,0.000,0.000,0.000,0.006,87,55976
1788255241696352336,49.137373,2,0.000,0.000,0.000,0.000,0.000,0.000,0.005,82,56718
1788255241898247525,49.339269,3,0.000,0.000,0.000,0.000,0.000,0.000,0.022,100,55976
1788255241898269670,49.339291,2,0.000,0.000,0.000,0.000,0.000,0.000,0.036,100,56718
1788255242100271679,49.541293,3,0.074,0.008,0.022,0.000,0.000,0.000,0.052,100,55976
1788255242100298866,49.541320,2,0.000,0.000,0.000,0.001,0.000,0.000,0.043,64,56718
1788255242302153129,49.743175,3,0.072,0.008,0.022,0.001,0.000,0.000,0.080,100,55976
1788255242302179595,49.743201,2,0.058,0.006,0.019,0.001,0.000,0.000,0.037,10,56718
1788255242504029880,49.945051,3,0.000,0.000,0.000,0.001,0.000,0.000,0.041,60,55976
1788255242504057530,49.945078,2,0.113,0.012,0.037,0.000,0.000,0.000,0.023,3,56718
1788255242706045968,50.147068,3,0.157,0.018,0.049,0.002,0.000,0.000,0.111,14,55976
1788255242706072167,50.147093,2,0.000,0.000,0.000,0.028,0.000,0.000,0.106,48,56816
1788255242907978211,50.349000,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13,55976
1788255242907999305,50.349020,2,0.263,0.046,0.186,0.000,0.000,0.000,0.033,84,56816
1788255243109851008,50.550872,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55976
1788255243109869076,50.550890,2,0.065,0.060,0.000,0.000,0.000,0.000,0.044,100,56816
1788255243311996052,50.753017,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55976
1788255243312023297,50.753044,2,0.000,0.000,0.000,0.000,0.000,0.000,0.027,100,56816
1788255243513978398,50.955000,3,0.142,0.017,0.077,0.000,0.000,0.000,0.061,18,55976
1788255243514015297,50.955036,2,0.000,0.000,0.000,0.000,0.000,0.000,0.084,37,56816
1788255243715861959,51.156883,3,0.000,0.000,0.000,0.000,0.000,0.000,0.058,26,55976
1788255243715888765,51.156910,2,0.000,0.000,0.000,0.000,0.000,0.000,0.043,100,56816
1788255243917920598,51.358943,3,0.143,0.017,0.077,0.002,0.000,0.000,0.063,12,55976
1788255243917950152,51.358971,2,0.000,0.000,0.000,0.000,0.000,0.000,0.012,23,56816
1788255244120020570,51.561042,3,0.143,0.017,0.077,0.002,0.000,0.000,0.062,15,55976
1788255244120055799,51.561077,2,0.000,0.000,0.000,0.000,0.000,0.000,0.025,22,56816
1788255244322077923,51.763099,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7,55976
1788255244322112045,51.763133,2,0.000,0.000,0.000,0.000,0.000,0.000,0.028,100,56816
1788255244524074006,51.965095,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55976
1788255244524106097,51.965127,2,0.000,0.000,0.000,0.000,0.000,0.000,0.026,100,56816
1788255244725878589,52.166900,3,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0,55976
1788255244725907343,52.166928,2,0.435,0.308,0.043,0.000,0.000,0.000,0.214,98,56816
1788255244927697557,52.368719,3,0.130,0.016,0.080,0.002,0.000,0.000,0.058,15,55976
1788255244927724795,52.368746,2,0.125,0.012,0.044,0.002,0.000,0.000,0.139,40,56816
1788255245129575303,52.570597,3,0.142,0.017,0.087,0.002,0.000,0.000,0.123,12,55992
1788255245129603683,52.570625,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5,56816
1788255245331391492,52.772413,3,0.142,0.017,0.087,0.002,0.000,0.000,0.123,19,55992
1788255245331422061,52.772443,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56816
1788255245533203161,52.974225,3,0.142,0.017,0.087,0.002,0.000,0.000,0.109,29,55992
1788255245533230739,52.974252,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56816
1788255245735015190,53.176037,3,0.253,0.031,0.158,0.000,0.000,0.000,0.055,15,55992
1788255245735044584,53.176065,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56816
1788255245936872635,53.377894,3,0.142,0.017,0.087,0.002,0.000,0.000,0.123,22,55992
1788255245936899390,53.377920,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56816
1788255246138723342,53.579745,3,0.142,0.017,0.087,0.002,0.000,0.000,0.133,22,55992
1788255246138749889,53.579771,2,0.104,0.014,0.063,0.000,0.000,0.000,0.044,6,56816
1788255246340521062,53.781543,3,0.280,0.034,0.172,0.004,0.000,0.000,0.222,30,55992
1788255246340548085,53.781569,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56816
1788255246542396804,53.983419,3,0.273,0.033,0.157,0.005,0.000,0.000,0.245,45,55992
1788255246542425229,53.983446,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56816
1788255246744335988,54.185357,3,0.000,0.000,0.000,0.004,0.000,0.000,0.065,42,55992
1788255246744365012,54.185386,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,56816
1788255246946286712,54.387308,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55992
1788255246946314793,54.387336,2,0.073,0.064,0.000,0.000,0.000,0.000,0.040,100,56816
1788255247148163311,54.589185,3,0.114,0.014,0.064,0.002,0.000,0.000,0.061,7,55992
1788255247148191363,54.589212,2,0.062,0.007,0.020,0.001,0.000,0.000,0.026,32,56816
1788255247350043394,54.791065,3,0.146,0.018,0.080,0.002,0.000,0.000,0.125,21,55992
1788255247350071367,54.791092,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56816
1788255247551841999,54.992863,3,0.147,0.018,0.080,0.002,0.000,0.000,0.095,18,55992
1788255247551881481,54.992903,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56816
1788255247753874206,55.194896,3,0.146,0.018,0.080,0.000,0.000,0.000,0.032,17,55992
1788255247753899004,55.194920,2,0.000,0.000,0.000,0.001,0.000,0.000,0.016,8,56816
1788255247955681298,55.396703,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55992
1788255247955707325,55.396728,2,0.043,0.039,0.000,0.000,0.000,0.000,0.021,100,56816
1788255248157407466,55.598429,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55992
1788255248157429825,55.598451,2,0.072,0.066,0.000,0.000,0.000,0.000,0.050,100,56816
1788255248359237412,55.800259,3,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0,55992
1788255248359262100,55.800283,2,0.000,0.000,0.000,0.004,0.000,0.000,0.093,100,56816
1788255248560937367,56.001959,3,0.000,0.000,0.000,0.000,0.000,0.000,0.011,36,55992
1788255248560960225,56.001981,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16,56816
1788255248762902516,56.203924,3,0.069,0.061,0.000,0.001,0.000,0.000,0.058,100,55992
1788255248762940301,56.203961,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56816
1788255248964837273,56.405859,3,0.000,0.000,0.000,0.000,0.000,0.000,0.006,85,55992
1788255248964869101,56.405890,2,0.000,0.000,0.000,0.000,0.000,0.000,0.006,68,56816
1788255249166767357,56.607789,3,0.074,0.068,0.000,0.000,0.000,0.000,0.022,100,55992
1788255249166792410,56.607813,2,0.000,0.000,0.000,0.000,0.000,0.000,0.021,100,56816
1788255249368761770,56.809783,3,0.000,0.000,0.000,0.000,0.000,0.000,0.034,100,55992
1788255249368791521,56.809813,2,0.000,0.000,0.000,0.000,0.000,0.000,0.025,82,56816
1788255249570785233,57.011807,3,0.073,0.008,0.023,0.001,0.000,0.000,0.075,100,55992
1788255249570820941,57.011842,2,0.063,0.006,0.021,0.000,0.000,0.000,0.031,100,56816
1788255249772725488,57.213747,3,0.000,0.000,0.000,0.000,0.000,0.000,0.006,100,55992
1788255249772764547,57.213785,2,0.110,0.101,0.000,0.000,0.000,0.000,0.030,100,56816
1788255249974645977,57.415668,3,0.028,0.026,0.000,0.000,0.000,0.000,0.008,100,55992
1788255249974680070,57.415701,2,0.000,0.000,0.000,0.000,0.000,0.000,0.025,100,56816
1788255250176473270,57.617495,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3,55992
1788255250176501836,57.617523,2,0.000,0.000,0.000,0.000,0.000,0.000,0.027,100,56816
1788255250378454481,57.819476,3,0.000,0.000,0.000,0.002,0.000,0.000,0.068,4,55992
1788255250378486636,57.819508,2,0.351,0.322,0.000,0.015,0.000,0.000,0.248,74,56816
1788255250580293773,58.021315,3,0.049,0.006,0.015,0.000,0.000,0.000,0.016,20,55992
1788255250580322297,58.021343,2,0.184,0.022,0.092,0.000,0.000,0.000,0.050,57,56816
1788255250782301586,58.223323,3,0.141,0.129,0.000,0.000,0.000,0.000,0.082,0,55992
1788255250782334303,58.223355,2,0.000,0.000,0.000,0.001,0.000,0.000,0.069,100,56816
