wall_time_ns,elapsed_s,gpu_id,sm_active,sm_occupancy,tensor_active,fp32_active,fp16_active,fp64_active,dram_active,gpu_util_pct,fb_used_mib
1788255200123616370,7.564638,3,0.214,0.057,0.052,0.009,0.000,0.000,0.158,40,54918
1788255200123646065,7.564667,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255200325814615,7.766836,3,0.270,0.072,0.065,0.000,0.000,0.000,0.203,39,54918
1788255200325845749,7.766867,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255200527989393,7.969011,3,0.250,0.067,0.060,0.011,0.000,0.000,0.191,44,54918
1788255200528020960,7.969042,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255200730189859,8.171211,3,0.236,0.063,0.053,0.010,0.000,0.000,0.184,40,54918
1788255200730220923,8.171242,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255200932349351,8.373371,3,0.212,0.057,0.048,0.009,0.000,0.000,0.167,39,54918
1788255200932381124,8.373402,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255201134520376,8.575542,3,0.220,0.059,0.050,0.000,0.000,0.000,0.166,37,54918
1788255201134551459,8.575572,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255201336685330,8.777707,3,0.197,0.052,0.045,0.008,0.000,0.000,0.161,35,54918
1788255201336714972,8.777736,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255201538839244,8.979861,3,0.188,0.050,0.043,0.009,0.000,0.000,0.158,35,54918
1788255201538872034,8.979893,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255201740984404,9.182006,3,0.220,0.058,0.050,0.008,0.000,0.000,0.160,34,54918
1788255201741013291,9.182034,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255201942720660,9.383742,3,0.201,0.053,0.046,0.007,0.000,0.000,0.150,33,54918
1788255201942743601,9.383765,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255202144450063,9.585472,3,0.198,0.053,0.044,0.007,0.000,0.000,0.140,33,54918
1788255202144474586,9.585495,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255202346195361,9.787217,3,0.162,0.043,0.037,0.008,0.000,0.000,0.153,30,54918
1788255202346218418,9.787239,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255202547949636,9.988971,3,0.168,0.045,0.040,0.007,0.000,0.000,0.138,32,54918
1788255202547987072,9.989008,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255202749756580,10.190778,3,0.208,0.056,0.051,0.008,0.000,0.000,0.125,32,54918
1788255202749784148,10.190805,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255202951559390,10.392581,3,0.198,0.053,0.049,0.009,0.000,0.000,0.172,32,54918
1788255202951589144,10.392610,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255203153326607,10.594349,3,0.259,0.069,0.062,0.012,0.000,0.000,0.174,44,54918
1788255203153352598,10.594373,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255203355113870,10.796135,3,0.160,0.043,0.037,0.006,0.000,0.000,0.126,33,54918
1788255203355138694,10.796160,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255203557829745,10.998851,3,0.174,0.047,0.040,0.005,0.000,0.000,0.127,27,54918
1788255203557855407,10.998876,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,55530
1788255203759369623,11.200391,3,0.000,0.000,0.000,0.004,0.000,0.000,0.019,27,54918
1788255203759392012,11.200413,2,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0,56570
1788255203960850760,11.401872,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,54918
1788255203960872116,11.401893,2,0.065,0.059,0.000,0.000,0.000,0.000,0.027,93,56570
1788255204162277428,11.603299,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,54918
1788255204162297417,11.603318,2,0.000,0.000,0.000,0.000,0.000,0.000,0.027,100,56570
1788255204363775034,11.804796,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,54918
1788255204363796828,11.804818,2,0.000,0.000,0.000,0.000,0.000,0.000,0.109,100,56570
1788255204565332330,12.006354,3,0.000,0.000,0.000,0.000,0.000,0.000,0.040,13,55958
1788255204565361162,12.006382,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36,56644
1788255204766791691,12.207813,3,0.000,0.000,0.000,0.000,0.000,0.000,0.042,100,55958
1788255204766807840,12.207829,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255204968275753,12.409297,3,0.059,0.053,0.000,0.000,0.000,0.000,0.037,100,55958
1788255204968299332,12.409320,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255205169744573,12.610766,3,0.529,0.052,0.195,0.001,0.000,0.000,0.387,99,55958
1788255205169764682,12.610785,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255205371239682,12.812261,3,0.562,0.056,0.207,0.003,0.000,0.000,0.487,70,55958
1788255205371260596,12.812281,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255205572801479,13.013823,3,0.526,0.052,0.194,0.003,0.000,0.000,0.480,74,55958
1788255205572822371,13.013843,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255205774308010,13.215329,3,0.579,0.057,0.213,0.003,0.000,0.000,0.495,74,55958
1788255205774328585,13.215350,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255205975896422,13.416918,3,0.513,0.051,0.189,0.004,0.000,0.000,0.467,74,55958
1788255205975920290,13.416941,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255206177408200,13.618429,3,0.550,0.054,0.202,0.003,0.000,0.000,0.475,71,55958
1788255206177430459,13.618451,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255206378947778,13.819969,3,0.488,0.048,0.180,0.003,0.000,0.000,0.447,73,55958
1788255206378970886,13.819992,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255206580443777,14.021465,3,0.440,0.043,0.162,0.003,0.000,0.000,0.396,67,55958
1788255206580466388,14.021487,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255206781903937,14.222925,3,0.384,0.038,0.141,0.003,0.000,0.000,0.372,61,55958
1788255206781934289,14.222955,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255206983342027,14.424363,3,0.427,0.042,0.157,0.002,0.000,0.000,0.369,56,55958
1788255206983369794,14.424391,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255207184820047,14.625841,3,0.382,0.038,0.140,0.002,0.000,0.000,0.341,53,55958
1788255207184848742,14.625870,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255207386317592,14.827339,3,0.468,0.046,0.172,0.002,0.000,0.000,0.370,53,55958
1788255207386348468,14.827369,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255207587724317,15.028746,3,0.526,0.052,0.193,0.003,0.000,0.000,0.456,64,55958
1788255207587760815,15.028782,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255207789478947,15.230500,3,0.479,0.047,0.176,0.003,0.000,0.000,0.415,67,55958
1788255207789504239,15.230525,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255207990951175,15.431973,3,0.544,0.054,0.200,0.003,0.000,0.000,0.444,64,55958
1788255207990975834,15.431997,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255208192711718,15.633733,3,0.455,0.045,0.167,0.003,0.000,0.000,0.380,65,55958
1788255208192739572,15.633760,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255208394200132,15.835222,3,0.576,0.057,0.212,0.004,0.000,0.000,0.489,62,55958
1788255208394226230,15.835247,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255208595971341,16.036993,3,0.553,0.054,0.203,0.003,0.000,0.000,0.448,73,55958
1788255208595998569,16.037019,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255208797456453,16.238478,3,0.507,0.050,0.186,0.003,0.000,0.000,0.447,69,55958
1788255208797482634,16.238503,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255208999211209,16.440233,3,0.470,0.046,0.173,0.003,0.000,0.000,0.419,67,55958
1788255208999234734,16.440256,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255209200673114,16.641695,3,0.455,0.045,0.167,0.003,0.000,0.000,0.391,64,55958
1788255209200698929,16.641720,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255209402440748,16.843462,3,0.457,0.045,0.168,0.003,0.000,0.000,0.385,59,55958
1788255209402468377,16.843489,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255209603920037,17.044942,3,0.444,0.044,0.163,0.003,0.000,0.000,0.397,58,55958
1788255209603944550,17.044966,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255209805675990,17.246697,3,0.410,0.040,0.151,0.002,0.000,0.000,0.336,54,55958
1788255209805696228,17.246717,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56644
1788255210007429638,17.448451,3,0.000,0.000,0.000,0.001,0.000,0.000,0.021,0,55958
1788255210007451669,17.448473,2,0.000,0.000,0.000,0.000,0.000,0.000,0.035,39,56714
1788255210209145233,17.650167,3,0.555,0.055,0.204,0.001,0.000,0.000,0.390,61,55958
1788255210209168750,17.650190,2,0.000,0.000,0.000,0.013,0.000,0.000,0.032,0,56714
1788255210410857339,17.851879,3,0.565,0.056,0.207,0.003,0.000,0.000,0.497,75,55958
1788255210410880174,17.851901,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56714
1788255210612658855,18.053680,3,0.544,0.054,0.200,0.004,0.000,0.000,0.485,75,55958
1788255210612685137,18.053706,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56714
1788255210814449131,18.255471,3,0.554,0.054,0.203,0.004,0.000,0.000,0.473,73,55958
1788255210814474181,18.255495,2,0.000,0.000,0.000,0.000,0.000,0.000,0.054,7,56716
1788255211016203661,18.457225,3,0.478,0.049,0.203,0.002,0.000,0.000,0.474,72,55958
1788255211016228170,18.457249,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255211217970449,18.658992,3,0.422,0.043,0.178,0.002,0.000,0.000,0.427,65,55958
1788255211217994808,18.659016,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255211419726230,18.860748,3,0.328,0.034,0.139,0.002,0.000,0.000,0.353,57,55958
1788255211419752795,18.860774,2,0.073,0.011,0.053,0.000,0.000,0.000,0.034,7,56716
1788255211621469571,19.062491,3,0.420,0.043,0.176,0.002,0.000,0.000,0.409,60,55958
1788255211621495402,19.062516,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255211823257315,19.264279,3,0.352,0.036,0.147,0.002,0.000,0.000,0.350,57,55958
1788255211823282555,19.264303,2,0.083,0.006,0.039,0.000,0.000,0.000,0.023,6,56716
1788255212025042119,19.466063,3,0.335,0.034,0.128,0.002,0.000,0.000,0.339,49,55958
1788255212025068264,19.466089,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255212226836672,19.667858,3,0.369,0.038,0.141,0.002,0.000,0.000,0.347,58,55958
1788255212226863574,19.667885,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255212428632734,19.869654,3,0.426,0.043,0.163,0.002,0.000,0.000,0.368,53,55958
1788255212428660430,19.869681,2,0.117,0.009,0.054,0.000,0.000,0.000,0.054,6,56716
1788255212630439136,20.071460,3,0.389,0.040,0.148,0.002,0.000,0.000,0.358,58,55958
1788255212630483699,20.071505,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255212832264208,20.273286,3,0.393,0.040,0.149,0.002,0.000,0.000,0.375,57,55958
1788255212832289355,20.273310,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255213034090060,20.475112,3,0.471,0.049,0.178,0.002,0.000,0.000,0.391,56,55958
1788255213034122863,20.475144,2,0.000,0.000,0.000,0.002,0.000,0.000,0.027,7,56716
1788255213235889752,20.676911,3,0.469,0.048,0.177,0.002,0.000,0.000,0.431,67,55958
1788255213235920407,20.676941,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255213437684785,20.878706,3,0.405,0.041,0.154,0.002,0.000,0.000,0.372,54,55958
1788255213437712474,20.878733,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255213639502082,21.080523,3,0.352,0.036,0.134,0.002,0.000,0.000,0.333,51,55958
1788255213639528177,21.080549,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255213841270598,21.282293,3,0.367,0.038,0.139,0.002,0.000,0.000,0.334,51,55958
1788255213841295274,21.282316,2,0.000,0.000,0.000,0.001,0.000,0.000,0.022,7,56716
1788255214043019495,21.484041,3,0.349,0.036,0.132,0.002,0.000,0.000,0.300,46,55958
1788255214043051114,21.484072,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255214244798190,21.685820,3,0.336,0.035,0.127,0.001,0.000,0.000,0.278,47,55958
1788255214244826117,21.685847,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255214446626949,21.887649,3,0.354,0.036,0.134,0.002,0.000,0.000,0.339,50,55958
1788255214446655076,21.887676,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255214648376715,22.089398,3,0.236,0.024,0.089,0.002,0.000,0.000,0.274,43,55958
1788255214648403266,22.089424,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255214850190658,22.291212,3,0.299,0.031,0.113,0.002,0.000,0.000,0.299,47,55958
1788255214850217612,22.291239,2,0.116,0.009,0.054,0.000,0.000,0.000,0.054,6,56716
1788255215051891755,22.492913,3,0.401,0.040,0.138,0.002,0.000,0.000,0.278,43,55958
1788255215051923946,22.492945,2,0.000,0.000,0.000,0.001,0.000,0.000,0.027,6,56716
1788255215253659700,22.694681,3,0.380,0.038,0.131,0.001,0.000,0.000,0.284,43,55958
1788255215253689977,22.694711,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6,56716
1788255215455544793,22.896566,3,0.491,0.049,0.170,0.001,0.000,0.000,0.293,40,55958
1788255215455575259,22.896596,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255215657384109,23.098406,3,0.472,0.047,0.163,0.003,0.000,0.000,0.413,66,55958
1788255215657412047,23.098433,2,0.099,0.015,0.080,0.000,0.000,0.000,0.016,0,56716
1788255215859218766,23.300240,3,0.323,0.032,0.111,0.001,0.000,0.000,0.222,32,55958
1788255215859244435,23.300265,2,0.000,0.000,0.000,0.000,0.000,0.000,0.024,16,56716
1788255216060955106,23.501977,3,0.137,0.014,0.047,0.002,0.000,0.000,0.170,31,55958
1788255216060984708,23.502006,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255216262761545,23.703783,3,0.382,0.038,0.131,0.001,0.000,0.000,0.274,39,55958
1788255216262790002,23.703811,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56716
1788255216464626427,23.905648,3,0.232,0.024,0.080,0.002,0.000,0.000,0.215,35,55958
1788255216464657432,23.905678,2,0.000,0.000,0.000,0.001,0.000,0.000,0.026,0,56716
1788255216666460703,24.107482,3,0.412,0.042,0.142,0.002,0.000,0.000,0.302,44,55958
1788255216666493111,24.107514,2,0.137,0.017,0.087,0.000,0.000,0.000,0.057,7,56716
1788255216868337140,24.309359,3,0.138,0.014,0.047,0.002,0.000,0.000,0.146,25,55958
1788255216868366518,24.309387,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7,56716
1788255217070173922,24.511195,3,0.307,0.031,0.105,0.002,0.000,0.000,0.254,38,55958
1788255217070203646,24.511225,2,0.045,0.007,0.035,0.000,0.000,0.000,0.039,6,56716
1788255217271716001,24.712738,3,0.267,0.027,0.089,0.001,0.000,0.000,0.219,40,55958
1788255217271741924,24.712763,2,0.000,0.000,0.000,0.000,0.000,0.000,0.024,11,56716
1788255217473583780,24.914605,3,0.204,0.021,0.070,0.002,0.000,0.000,0.196,31,55958
1788255217473615103,24.914636,2,0.000,0.000,0.000,0.001,0.000,0.000,0.014,0,56716
1788255217675086315,25.116108,3,0.429,0.044,0.146,0.003,0.000,0.000,0.327,55,55958
1788255217675115376,25.116136,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6,56716
1788255217876903297,25.317925,3,0.226,0.023,0.077,0.002,0.000,0.000,0.272,48,55958
1788255217876933443,25.317954,2,0.145,0.021,0.103,0.000,0.000,0.000,0.028,0,56716
1788255218078359273,25.519382,3,0.182,0.019,0.062,0.001,0.000,0.000,0.188,33,55958
1788255218078387077,25.519408,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7,56716
1788255218280191049,25.721212,3,0.211,0.018,0.078,0.001,0.000,0.000,0.167,29,55958
1788255218280218629,25.721240,2,0.000,0.000,0.000,0.001,0.000,0.000,0.029,0,56716
1788255218482053802,25.923075,3,0.188,0.014,0.073,0.001,0.000,0.000,0.199,35,55958
1788255218482084003,25.923105,2,0.000,0.000,0.000,0.001,0.000,0.000,0.083,6,56716
1788255218683519327,26.124541,3,0.202,0.015,0.077,0.001,0.000,0.000,0.202,29,55958
1788255218683555364,26.124576,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12,56716
1788255218885344180,26.326365,3,0.248,0.019,0.094,0.001,0.000,0.000,0.205,35,55958
1788255218885372206,26.326393,2,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0,56716
1788255219087159690,26.528181,3,0.249,0.018,0.097,0.001,0.000,0.000,0.238,29,55958
1788255219087191876,26.528213,2,0.000,0.000,0.000,0.001,0.000,0.000,0.017,6,56716
1788255219288973653,26.729995,3,0.117,0.009,0.045,0.001,0.000,0.000,0.183,29,55958
1788255219289004168,26.730025,2,0.000,0.000,0.000,0.000,0.000,0.000,0.057,0,56718
1788255219490895236,26.931917,3,0.234,0.017,0.091,0.002,0.000,0.000,0.171,34,55958
1788255219490929060,26.931950,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7,56718
1788255219692689587,27.133711,3,0.351,0.026,0.136,0.002,0.000,0.000,0.297,49,55958
1788255219692717014,27.133738,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255219894474021,27.335495,3,0.131,0.010,0.051,0.001,0.000,0.000,0.199,36,55958
1788255219894499771,27.335521,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255220096233317,27.537255,3,0.317,0.024,0.123,0.001,0.000,0.000,0.237,35,55958
1788255220096260293,27.537281,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255220298063073,27.739085,3,0.201,0.015,0.078,0.001,0.000,0.000,0.135,27,55958
1788255220298091369,27.739112,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,56718
1788255220499838470,27.940860,3,0.143,0.011,0.055,0.002,0.000,0.000,0.164,32,55958
1788255220499866868,27.940888,2,0.059,0.005,0.027,0.000,0.000,0.000,0.029,0,56718
1788255220701649983,28.142671,3,0.229,0.017,0.089,0.002,0.000,0.000,0.168,25,55958
1788255220701676124,28.142697,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6,56718
1788255220903440003,28.344461,3,0.185,0.014,0.070,0.002,0.000,0.000,0.165,34,55958
1788255220903466629,28.344487,2,0.128,0.013,0.053,0.000,0.000,0.000,0.081,0,56718
1788255221105210566,28.546232,3,0.355,0.027,0.137,0.002,0.000,0.000,0.307,38,55958
1788255221105236262,28.546257,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12,56718
1788255221307042374,28.748064,3,0.118,0.009,0.046,0.001,0.000,0.000,0.110,24,55958
1788255221307068767,28.748090,2,0.152,0.021,0.104,0.000,0.000,0.000,0.028,0,56718
1788255221508838180,28.949860,3,0.255,0.020,0.098,0.001,0.000,0.000,0.223,33,55958
1788255221508864699,28.949886,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7,56718
