wall_time_ns,elapsed_s,gpu_index,physical_gpu_index,gpu_uuid,gpu_name,utilization_gpu_pct,utilization_mem_pct,memory_used_mb,memory_free_mb,memory_total_mb,memory_used_pct,power_w
1788255212231068870,16.685570,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,58,48,56657.00,25263.00,81920.00,69.1614,208.10
1788255212455947137,16.910448,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,6,4,57414.38,24505.62,81920.00,70.0859,83.62
1788255212455947137,16.910448,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,53,44,56657.00,25263.00,81920.00,69.1614,239.56
1788255212677138627,17.131639,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.62
1788255212677138627,17.131639,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,58,48,56657.00,25263.00,81920.00,69.1614,218.59
1788255212883899681,17.338400,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,88.73
1788255212883899681,17.338400,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,57,48,56657.00,25263.00,81920.00,69.1614,237.20
1788255213092436115,17.546937,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,7,5,57414.38,24505.62,81920.00,70.0859,83.29
1788255213092436115,17.546937,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,56,47,56657.00,25263.00,81920.00,69.1614,253.66
1788255213299230448,17.753731,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.62
1788255213299230448,17.753731,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,67,55,56657.00,25263.00,81920.00,69.1614,195.57
1788255213529760077,17.984261,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.29
1788255213529760077,17.984261,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,54,44,56657.00,25263.00,81920.00,69.1614,250.37
1788255213755743412,18.210244,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.62
1788255213755743412,18.210244,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,51,42,56657.00,25263.00,81920.00,69.1614,217.99
1788255213992028079,18.446529,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,7,4,57414.38,24505.62,81920.00,70.0859,83.62
1788255213992028079,18.446529,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,46,38,56657.00,25263.00,81920.00,69.1614,233.59
1788255214199163480,18.653664,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.29
1788255214199163480,18.653664,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,47,38,56657.00,25263.00,81920.00,69.1614,257.53
1788255214424966365,18.879467,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.29
1788255214424966365,18.879467,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,50,41,56657.00,25263.00,81920.00,69.1614,177.73
1788255214634464269,19.088965,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.29
1788255214634464269,19.088965,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,43,36,56657.00,25263.00,81920.00,69.1614,228.13
1788255214842358959,19.296860,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,6,4,57414.38,24505.62,81920.00,70.0859,101.33
1788255214842358959,19.296860,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,47,38,56657.00,25263.00,81920.00,69.1614,240.74
1788255215101877321,19.556378,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,6,4,57414.38,24505.62,81920.00,70.0859,83.29
1788255215101877321,19.556378,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,43,34,56657.00,25263.00,81920.00,69.1614,171.90
1788255215323541884,19.778043,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.38
1788255215323541884,19.778043,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,43,34,56657.00,25263.00,81920.00,69.1614,167.88
1788255215534611594,19.989112,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.29
1788255215534611594,19.989112,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,40,32,56657.00,25263.00,81920.00,69.1614,264.14
1788255215749744234,20.204245,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,16,5,57414.38,24505.62,81920.00,70.0859,83.94
1788255215749744234,20.204245,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,66,52,56657.00,25263.00,81920.00,69.1614,161.58
1788255216015920478,20.470421,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.62
1788255216015920478,20.470421,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,31,25,56657.00,25263.00,81920.00,69.1614,142.68
1788255216244484820,20.698985,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.62
1788255216244484820,20.698985,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,39,31,56657.00,25263.00,81920.00,69.1614,171.16
1788255216451048683,20.905550,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,7,5,57414.38,24505.62,81920.00,70.0859,83.62
1788255216451048683,20.905550,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,35,28,56657.00,25263.00,81920.00,69.1614,134.02
1788255216672927227,21.127428,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,7,5,57414.38,24505.62,81920.00,70.0859,83.62
1788255216672927227,21.127428,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,44,35,56657.00,25263.00,81920.00,69.1614,238.65
1788255216920622004,21.375122,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,6,4,57414.38,24505.62,81920.00,70.0859,83.62
1788255216920622004,21.375122,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,25,19,56657.00,25263.00,81920.00,69.1614,183.17
1788255217130003727,21.584504,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,11,5,57414.38,24505.62,81920.00,70.0859,83.70
1788255217130003727,21.584504,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,38,30,56657.00,25263.00,81920.00,69.1614,184.95
1788255217392268557,21.846769,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.62
1788255217392268557,21.846769,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,31,25,56657.00,25263.00,81920.00,69.1614,151.08
1788255217605450704,22.059951,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,6,4,57414.38,24505.62,81920.00,70.0859,83.62
1788255217605450704,22.059951,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,55,43,56657.00,25263.00,81920.00,69.1614,247.96
1788255217811900837,22.266401,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,84.21
1788255217811900837,22.266401,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,48,37,56657.00,25263.00,81920.00,69.1614,232.09
1788255218044951025,22.499451,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.62
1788255218044951025,22.499451,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,33,26,56657.00,25263.00,81920.00,69.1614,219.50
1788255218270609223,22.725110,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,6,4,57414.38,24505.62,81920.00,70.0859,83.29
1788255218270609223,22.725110,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,29,23,56657.00,25263.00,81920.00,69.1614,206.65
1788255218499064775,22.953565,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,12,9,57414.38,24505.62,81920.00,70.0859,83.62
1788255218499064775,22.953565,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,35,27,56657.00,25263.00,81920.00,69.1614,135.20
1788255218736477605,23.190978,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.62
1788255218736477605,23.190978,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,29,23,56657.00,25263.00,81920.00,69.1614,172.17
1788255218944572692,23.399073,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,6,4,57414.38,24505.62,81920.00,70.0859,83.62
1788255218944572692,23.399073,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,35,27,56657.00,25263.00,81920.00,69.1614,160.99
1788255219151067700,23.605568,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57414.38,24505.62,81920.00,70.0859,83.62
1788255219151067700,23.605568,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,29,23,56657.00,25263.00,81920.00,69.1614,193.47
1788255219382466733,23.836968,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,7,5,57416.38,24503.62,81920.00,70.0883,83.62
1788255219382466733,23.836968,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,34,26,56657.00,25263.00,81920.00,69.1614,240.16
1788255219596419205,24.050920,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.70
1788255219596419205,24.050920,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,49,38,56657.00,25263.00,81920.00,69.1614,241.39
1788255219803266974,24.257768,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.62
1788255219803266974,24.257768,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,36,27,56657.00,25263.00,81920.00,69.1614,134.02
1788255220026045080,24.480546,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.62
1788255220026045080,24.480546,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,35,27,56657.00,25263.00,81920.00,69.1614,165.46
1788255220241419896,24.695920,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.62
1788255220241419896,24.695920,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,27,21,56657.00,25263.00,81920.00,69.1614,127.71
1788255220450143430,24.904644,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,6,4,57416.38,24503.62,81920.00,70.0883,85.72
1788255220450143430,24.904644,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,32,25,56657.00,25263.00,81920.00,69.1614,118.72
1788255220657170156,25.111672,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.62
1788255220657170156,25.111672,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,25,19,56657.00,25263.00,81920.00,69.1614,132.78
1788255220864108211,25.318609,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,12,9,57416.38,24503.62,81920.00,70.0883,101.92
1788255220864108211,25.318609,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,34,27,56657.00,25263.00,81920.00,69.1614,116.89
1788255221071019554,25.525520,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.62
1788255221071019554,25.525520,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,38,29,56657.00,25263.00,81920.00,69.1614,226.98
1788255221475805169,25.930306,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.62
1788255221475805169,25.930306,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,33,26,56657.00,25263.00,81920.00,69.1614,136.38
1788255221792818941,26.247319,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,7,5,57416.38,24503.62,81920.00,70.0883,83.94
1788255221792818941,26.247319,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,31,23,56657.00,25263.00,81920.00,69.1614,103.43
1788255222001513297,26.456014,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,7,5,57416.38,24503.62,81920.00,70.0883,83.62
1788255222001513297,26.456014,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,51,38,56657.00,25263.00,81920.00,69.1614,190.14
1788255222208405139,26.662906,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.70
1788255222208405139,26.662906,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,28,22,56657.00,25263.00,81920.00,69.1614,114.52
1788255222535179338,26.989680,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.62
1788255222535179338,26.989680,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,25,19,56657.00,25263.00,81920.00,69.1614,180.29
1788255222751593278,27.206094,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.62
1788255222751593278,27.206094,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,35,27,56657.00,25263.00,81920.00,69.1614,160.66
1788255223066227864,27.520729,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.62
1788255223066227864,27.520729,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,24,18,56657.00,25263.00,81920.00,69.1614,143.28
1788255223452564917,27.907066,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,83.70
1788255223452564917,27.907066,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,7,6,56657.00,25263.00,81920.00,69.1614,113.01
1788255224029870228,28.484371,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,86.63
1788255224029870228,28.484371,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,6,5,56657.00,25263.00,81920.00,69.1614,84.80
1788255224361516455,28.816017,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,54,7,57416.38,24503.62,81920.00,70.0883,114.52
1788255224361516455,28.816017,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,10,7,56657.00,25263.00,81920.00,69.1614,112.10
1788255224875581219,29.330082,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,3,2,57416.38,24503.62,81920.00,70.0883,113.60
1788255224875581219,29.330082,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,38,28,56657.00,25263.00,81920.00,69.1614,163.35
1788255225911137569,30.365638,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,55,7,57416.38,24503.62,81920.00,70.0883,117.48
1788255225911137569,30.365638,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,6,5,56657.00,25263.00,81920.00,69.1614,84.53
1788255226306026573,30.760527,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,88,6,57416.38,24503.62,81920.00,70.0883,117.81
1788255226306026573,30.760527,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,13,9,56657.00,25263.00,81920.00,69.1614,84.53
1788255226963085505,31.417586,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,47,21,57416.38,24503.62,81920.00,70.0883,113.88
1788255226963085505,31.417586,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,9,0,56657.00,25263.00,81920.00,69.1614,86.90
1788255227330049000,31.784550,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,38,19,57416.38,24503.62,81920.00,70.0883,116.62
1788255227330049000,31.784550,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,80,10,56657.00,25263.00,81920.00,69.1614,122.86
1788255227947165579,32.401666,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,57,11,57416.38,24503.62,81920.00,70.0883,114.52
1788255227947165579,32.401666,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,100,9,56657.00,25263.00,81920.00,69.1614,116.89
1788255229167931524,33.622432,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,19,0,57416.38,24503.62,81920.00,70.0883,117.81
1788255229167931524,33.622432,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,25,19,56659.00,25261.00,81920.00,69.1638,112.43
1788255229619272214,34.073773,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,37,11,57416.38,24503.62,81920.00,70.0883,114.52
1788255229619272214,34.073773,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,13,9,56659.00,25261.00,81920.00,69.1638,126.47
1788255230510669835,34.965171,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,31,1,57416.38,24503.62,81920.00,70.0883,114.79
1788255230510669835,34.965171,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,10,6,56659.00,25261.00,81920.00,69.1638,84.53
1788255230895926059,35.350427,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,86,9,57416.38,24503.62,81920.00,70.0883,127.20
1788255230895926059,35.350427,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,14,9,56659.00,25261.00,81920.00,69.1638,158.30
1788255231586415638,36.040916,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,72,26,57416.38,24503.62,81920.00,70.0883,112.69
1788255231586415638,36.040916,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,7,5,56659.00,25261.00,81920.00,69.1638,84.53
1788255232000031936,36.454532,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,71,10,57416.38,24503.62,81920.00,70.0883,195.12
1788255232000031936,36.454532,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,8,5,56659.00,25261.00,81920.00,69.1638,89.60
1788255232548606062,37.003107,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,112.10
1788255232548606062,37.003107,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,21,14,56659.00,25261.00,81920.00,69.1638,138.80
1788255232945841095,37.400342,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,111.78
1788255232945841095,37.400342,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,32,8,56659.00,25261.00,81920.00,69.1638,87.22
1788255233314699734,37.769201,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,3,2,57416.38,24503.62,81920.00,70.0883,112.10
1788255233314699734,37.769201,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,87,3,56659.00,25261.00,81920.00,69.1638,115.97
1788255233646312485,38.100813,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,11,4,57416.38,24503.62,81920.00,70.0883,112.10
1788255233646312485,38.100813,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,98,8,56661.00,25259.00,81920.00,69.1663,116.30
1788255233853020586,38.307521,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,84.30
1788255233853020586,38.307521,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,71,3,56661.00,25259.00,81920.00,69.1663,114.79
1788255234609151875,39.063653,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,86,22,57416.38,24503.62,81920.00,70.0883,110.32
1788255234609151875,39.063653,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,6,3,56661.00,25259.00,81920.00,69.1663,170.40
1788255234853852441,39.308353,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,1,0,57416.38,24503.62,81920.00,70.0883,112.10
1788255234853852441,39.308353,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,29,16,56661.00,25259.00,81920.00,69.1663,175.36
1788255235101714776,39.556215,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,112.10
1788255235101714776,39.556215,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,28,16,56661.00,25259.00,81920.00,69.1663,139.67
1788255235637487563,40.091988,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,73,7,57416.38,24503.62,81920.00,70.0883,116.30
1788255235637487563,40.091988,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,4,2,56661.00,25259.00,81920.00,69.1663,112.43
1788255236320856692,40.775357,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,11,9,57416.38,24503.62,81920.00,70.0883,113.88
1788255236320856692,40.775357,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,42,16,56675.00,25245.00,81920.00,69.1833,101.33
1788255236946979420,41.401481,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,6,4,57416.38,24503.62,81920.00,70.0883,112.10
1788255236946979420,41.401481,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,31,22,56675.00,25245.00,81920.00,69.1833,109.41
1788255237455517884,41.910019,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,111.51
1788255237455517884,41.910019,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,17,12,56675.00,25245.00,81920.00,69.1833,112.69
1788255237677703368,42.132204,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,112.10
1788255237677703368,42.132204,1,3,GPU-3bffd5d2-3e59-3525-6211-22749909c412,NVIDIA A800-SXM4-80GB,44,31,56675.00,25245.00,81920.00,69.1833,136.06
1788255237888631433,42.343132,0,2,GPU-cc78c145-d270-f184-90af-1b97451aa32b,NVIDIA A800-SXM4-80GB,0,0,57416.38,24503.62,81920.00,70.0883,110.91
